Sentence,Label
designing game traffic jam solver ieee computer club,c2
designing marketing campaign ieee man game computer club,c2
designing tutorials beginning programmers ieee computer club,c2
organizing events elmania portsaid kafr elsheikh anti harassment movement,c2
egyptian food bank,c10
anwar resala organization,c10
anti harassement movement,c10
2011 2016 computer communication faculty engineering alexandria university,c12
total gpa 2 68,c13
languages,c4
arabic native fluency,c4
english fluently spoken written,c4
french written,c4
programming languages c / c++,c2
matlab,c2
operating systems windows 98 / xp / 7,c2
microsoft office word powerpoint excel,c2
pcb,c2
summer training petromaint unit,c5
volunteer ieee alexsb joined ieee 2013 2014,c10
2013 2014 marketing committee social media coordinator,c10
2013 2014 activities committee,c10
team work,c3
time management,c3
skills voluntary work,c3
banha university faculty enginner,c12
department electrical enginner,c12
general grade good,c13
graduation project idea computer numerical,c14
graduation project grade excellent,c14
database systems concepts,c2
web programming essentials,c2
transact sql developers,c2
course 2041obc installing configuring,c2
windows server @ 2012,c2
course 10774 quering microsoft sql server,c2
course 10775 administrating microsoft sql,c2
server databases,c2
course10777 implementing data warehouse,c2
microsoft sql server 2012,c2
course 10776 developing microsoft sql server,c2
2012 databases,c2
course 20456 designing database solutions,c1
microsoft sql server 2012,c1
course 1077ba implementing data models,c1
andreports microsoft sql server 2012,c1
course 20467b designing business intelligence,c1
solutions microsoft sql server 2012,c1
mcsa sql server 2012,c2
mcse data platform 2012,c2
effective report writing business,c11
correspondence,c11
communications presentations,c3
skills,c3
customer facing skills,c3
arabic mother tongue,c4
english good,c4
bachelor computer science future academy egypt,c8
manager grand home stores,c5
mobinil vodafone cs b tech stores,c5
sales supervisor b mobile b tech,c5
customer service vodafone account wasla,c5
eng compu sharm co sharm elshiekh,c5
salesman adidas official stores,c11
sales presentation things experience,c11
sales previously worked sale clothing,c11
participated recruitment campaigns,c10
logistics experience,c10
taught children slums,c10
worked research development campaigns slums,c10
courses,c1
get microsoft certificates microsoft eg,c1
cs communication skills increasing sales,c3
productivity,c3
interpersonal skills self learning time management communication,c3
skills mind maps leadership,c3
basic human resources,c3
excellent sales presentation things,c3
excellent computer skills internet windows maintenance,c2
graphics network microsoft programs,c2
dealt people various cultures backgrounds,c3
excellent working teamwork skills leading big,c3
teamwork,c3
personal skills,c3
good interpersonal communication skills leadership cooperative,c3
hard worker patient sense responsibility honest,c3
hobbies,c11
sports swimming rowing water polo football drawing reading,c11
travelling,c11
marital status single,c11
military service,c11
electronics communication department faculty engineering cairo university 3rd,c9
summer training program communication radar navigation telephone satellite,c5
inspection calibration computer national air navigation services company,c5
nansc,c5
hardware software circuit designing projects multisim proteus,c2
arduino based robot,c2
programming languages,c2
c++,c2
microc pic arduino,c2
objectives,c11
aiming graduate good grade work embedded systems field,c14
languages,c4
arabic native language,c4
english good,c4
social activities,c10
emsek lesanak campaign,c10
charity volunteering work,c10
military status finished 1 1 2013 to1 1 2014,c11
bsc degree electronics electrical communications engineering,c8
faculty engineering cairo university,c12
year graduation 2012,c8
accumulative grade good,c13
c++,c2
matlab,c2
ccna,c2
networking,c2
electronics,c2
microcontroller programing atmel,c2
hardware description language vhdl,c2
simulation main blocks wireless communication,c2
system matlab,c2
mobile communication systems gsm lte,c2
satellite communication system,c2
vodafone summer 2010 technology department radio planning,c5
national institute measurements calibration summer 2011,c5
vhdl,c2
ccna,c1
simulating communication system matlab,c2
encoder interleaver scrambler channel modeling,c2
soft skills presentation skills interviewing skills,c3
english good arabic native tongue,c4
simple microprocessor may 2010,c14
simple microprocessor simple processor executes finite set,c14
instructions; designed bread board simple memory unit,c14
accumulator alu use modelsim simulator,c14
voting system box june 2011,c14
voting system box microcontroller based project simplify voting system,c14
makes digital fashion including glcd simple user interface asking,c14
