,Sentence,Label
, Conducted over 20 pages of takeoffs for cost analysis,Project
, Corrected over 30 pages of lighting diagrams and circuiting,Project
,PROJECTS,Project
,"Road Sign Recognition, Digital Communication & Signal Processing System Design",Project
, Designed and implemented a road sign recognition algorithm on a TI C67 DSP,Project
,ACTIVITIES,Others
,"Alpha Phi Omega Service Fraternity, Fall 2014-present",Others
,"Intramural Sports: Softball, Volleyball, Fall 2014-present",Others
,"American Society of Mechanical Engineers (ASME), Spring 2015-present",Others
,"Orchestra, New York High School, 2010-2014",Others
,MANNY FACTURE,Others
,Cell: 412.111.2222 Email: mfacture@andrew.cmu.edu,Others
,LinkedIn: www.linkedin.com/in/mfacture,Others
,EDUCATION,Education
,Carnegie Mellon University,Faculty
,Bachelor of Science in Mechanical Engineering,Education
,Double Major in Biomedical Engineering,Education
,Overall GPA: 3.0/4.0,Grade
,"Procter & Gamble Manufacturing Company, Engineering Intern, Lima, OH Summer 2015",Experience
, Conducted line trials to determine plant capability and made recommendations for noise mitigation,Project
, Implemented a daily management system for managing scrap in order to reduce weekly accumulation,Project
, Designed and analyzed with FEA a shipping container that can bring a biospecimen container to 4C within 10 minutes,Project
, Devised the system such that it is functional in 60C ambient temperature,Project
,RELEVANT COURSES,Courses
,Manufacturing Sciences,Courses
,Cellular Mechanics,Courses
,Mechanical Systems Experimentation,Courses
,Engineering Statistics and Quality Control,Courses
,Fuel Cell Systems,Courses
,Engineering Graphics,Courses
,"Software: Microsoft Office, MATLAB, Solidworks, Creo Pro/E, Autodesk Inventor, ANSYS, ADAMS",Techskills
,"Machines: Mill, Lathes, Drill Press, Band Saw",Techskills
,Spoken Languages: Fluent in French; Conversant in Spanish,Language
,COURSES,Courses
,Intro to Materials Science and Engineering,Courses
,Calculus in 3D,Courses
,"Physics I, II for Engineers",Courses
,Transport of Materials,Courses
,Advanced Programming in Java,Courses
,Structures of Materials,Courses
,SKILLS,Others
,"Applications: Minitab, Labview, MathCAD, Java, Python, MS Office",Techskills
,"Instruments: Furnace, Optical Microscope",Techskills
,Spoken Languages: Conversant in Spanish,Language
,"Manufacturing Engineering Intern, Telephonics Corporation June 2015-Aug. 2015",Experience
,"Varsity Soccer, Carnegie Mellon University: 2014 - present",Others
,"Intramural Softball, Carnegie Mellon University: 2015 - present",Others
,"Intramural Doubles Table Tennis, Carnegie Mellon University: 2014",Others
,"National Honor Society, Secretary (2012), Austin High School: 2011 - 2014",Others
,"Varsity Soccer, Captain (2012), Austin High School: 2012 - 2014",Others
,Current Address,Others
,507 North Neville Street,Others
,"Pittsburgh, PA 15213-6236",Others
,(412) 222-1212 (Cell),Others
,Comp O. Site,Others
,mse@andrew.cmu.edu,Others
,Permanent Address,Others
,20 Eagle Drive,Others
,"Dallas, TX 15401",Others
,U.S. Citizen,Others
,"Carnegie Mellon University, Pittsburgh, PA",Faculty
,B.S. in Materials Science and Engineering,Education
,Minors in Manufacturing Engineering and Photography & Digital Imaging,Education
,GPA 3.42/4.0,Grade
,"Power Superconductor Applications Corp., New Castle, PA Laboratory Specialist Grade IV Summer 2015",Experience
,"Utilized engineering software such as LabView, MathCAD, and AutoCAD",Techskills
,Constructed testing apparatus and tested Linear Induction Motors and Transverse Flux Machines,Project
,Led research initiative on the use of Cryogenic Aluminum hyperconductor in company products,Project
,"Contributed to published paper: Kuznet, Levy, Wilson. Development of High-Field Transverse Flux Induction Drive for",Project
,Ordnance Handling on Navy Ships and Industrial Conveyors 4th Int. Sym. Linear Drives for Industry Apps.,Project
," Participated in writing government proposals and travel to Wright Patterson Air Force Base, NIST, NRL, and ONR to meet with partners and clients",Project
,"Research Assistant, The effect of surface texture on formability in Aluminum sheets Spring 2015",Experience
,"Applications: Adobe Photoshop, Minitab, LabVIEW, MathCAD, Java, MS Office",Techskills
,"Instruments: Scanning Electron Microscope (SEM), X-Ray Diffraction (XRD), SQUID Magnetometer, Differential",Techskills
,"Scanning Calorimetry (DSC), Differential Thermal Analysis (DTA), UV-Vis spectrophotometer, Vickers Hardness Testing,",Techskills
,"Charpy Testing, Polishing, Melt Spinning, Photography and Black and White Darkroom, Color Photography Darkroom,",Techskills
,Soldering,Techskills
,LEADERSHIP AND HONORS,Others
,"Resident Advisor, CMU Apartments",Others
,Judith Resnik Challenger Scholarship,Others
,National Society of Collegiate Scholars,Others
,"Student Action Committee, MSE",Others
,BENJAMIN SMITH,Others
,"8921 Some Street, Boise, Idaho 83709",Others
,"contact@anymail.com, (012) 345-6789",Others
,CAREER OBJECTIVE,Others
,Seeking the role of Mechanical Engineer Fresher where I would be given an opportunity to utilize,Others
,"the theoretical skills, sense of responsibility and efficiency to help the organization grow",Others
,EDUCATION,Education
,BS in Mechanical Engineering from Idaho University (3.8 out of 4.0 GPA),Education
,SKILLS,Techskills
,Knowledge of the production planning and control processes,Techskills
,Skilled in the use of computer programs such as MASTER CAM and CAD,Techskills
,Capability to implement budgeting techniques,Personalskills
,High levels of communication,Personalskills
,Ability to work with a team,Personalskills
,TECHNICAL SKILLS,Techskills
,"Computer Programs: AutoCAD, MS Project, SolidWorks, MS Excel, MATLAB",Techskills
,"Welding Tools & Machining: Mills, Lathes, CNCs, Angle Grinders, Oxy-acetylene, Arc",Techskills
,"welders, Plasma cutters, Bandsaws, Drill presses, Grinders, Chop saws, etc.",Techskills
,"Micron Technology Inc.  Boise, Idaho Student Intern",Experience
,Designed and obtained company approval on a major hydrogen storage issue,Project
,Diagnosed issues with hydrogen storage systems for a fuel cell vehicle,Project
,Monitored the customer feedback on Fuel Cell Demonstration Fleet,Project
,Quick learner,Personalskills
,Hard worker,Personalskills
,Team player,Personalskills
,Innovative thinking,Personalskills
,Analytical mindset,Personalskills
,Avid researcher,Personalskills
,Dennis Cronin,Others
,12770 N 102nd St.,Others
,"Scottsdale, AZ 85260",Others
,480-451-5356,Others
,dennis.cronin@gmail.com,Others
,www.denniscronin.net,Others
,LinkedIn,Others
, Proven leader of high morale high output teams,Personalskills
," Leads by example, rolls up sleeves and writes code",Personalskills
," Enjoys communicating, speaking, mentoring, cross-group and cross-company collaboration.",Personalskills
,Microsoft - June 1997 to July 2014  Senior Software Engineer,Experience
,"English, Spanish, Portuguese",Language
